"invoice_no","Category","Quantity","Revenue","Payment_method","Shopping_Mall"
"I566018","Technology",5,"26250","Cash","Cevahir AVM"
"I282995","Shoes",5,"15004.25","Cash","Metrocity"
"I396458","Shoes",3,"5401.53","Cash","Metropol AVM"
"I138842","Technology",5,"26250","Cash","Istinye Park"
"I289939","Technology",4,"16800","Cash","Metrocity"
"I875033","Clothing",5,"7502","Cash","Metropol AVM"
"I161327","Technology",3,"9450","Debit Card","Mall of Istanbul"
"I112984","Shoes",5,"15004.25","Cash","Mall of Istanbul"
"I285860","Shoes",4,"9602.72","Debit Card","Forum Istanbul"
"I256587","Shoes",4,"9602.72","Debit Card","Metrocity"
"I161929","Shoes",4,"9602.72","Debit Card","Mall of Istanbul"
"I227946","Shoes",3,"5401.53","Cash","Cevahir AVM"
"I218467","Shoes",4,"9602.72","Cash","Mall of Istanbul"
"I692396","Technology",5,"26250","Debit Card","Emaar Square Mall"
"I680998","Technology",5,"26250","Cash","Forum Istanbul"
"I408703","Technology",3,"9450","Cash","Mall of Istanbul"
"I246650","Shoes",5,"15004.25","Cash","Metropol AVM"
"I141918","Shoes",4,"9602.72","Debit Card","Kanyon"
"I135365","Clothing",5,"7502","Debit Card","Zorlu Center"
"I308821","Technology",5,"26250","Debit Card","Metrocity"
"I274185","Technology",3,"9450","Cash","Istinye Park"
"I312539","Technology",5,"26250","Cash","Kanyon"
"I177151","Clothing",5,"7502","Cash","Cevahir AVM"
"I244500","Shoes",3,"5401.53","Cash","Emaar Square Mall"
"I181626","Technology",3,"9450","Debit Card","Metrocity"
"I252572","Technology",4,"16800","Cash","Mall of Istanbul"
"I238956","Clothing",5,"7502","Debit Card","Kanyon"
"I187313","Shoes",5,"15004.25","Cash","Istinye Park"
"I207422","Technology",4,"16800","Cash","Metropol AVM"
"I189057","Shoes",5,"15004.25","Cash","Metropol AVM"
"I407167","Clothing",5,"7502","Cash","Emaar Square Mall"
"I189278","Technology",3,"9450","Cash","Mall of Istanbul"
"I198975","Technology",4,"16800","Cash","Metrocity"
"I187266","Clothing",5,"7502","Cash","Metropol AVM"
"I263396","Clothing",5,"7502","Cash","Istinye Park"
"I260311","Clothing",5,"7502","Cash","Metrocity"
"I146839","Shoes",4,"9602.72","Cash","Zorlu Center"
"I280005","Clothing",5,"7502","Cash","Metropol AVM"
"I655920","Technology",3,"9450","Cash","Kanyon"
"I179198","Shoes",5,"15004.25","Cash","Metrocity"
"I188509","Clothing",5,"7502","Cash","Viaport Outlet"
"I190865","Clothing",5,"7502","Cash","Cevahir AVM"
"I131319","Clothing",5,"7502","Debit Card","Mall of Istanbul"
"I287137","Shoes",4,"9602.72","Cash","Mall of Istanbul"
"I698673","Shoes",4,"9602.72","Cash","Mall of Istanbul"
"I256007","Clothing",5,"7502","Cash","Mall of Istanbul"
"I130651","Shoes",3,"5401.53","Cash","Mall of Istanbul"
"I150561","Clothing",5,"7502","Cash","Kanyon"
"I238046","Shoes",3,"5401.53","Cash","Kanyon"
"I663811","Shoes",5,"15004.25","Debit Card","Kanyon"
"I137981","Technology",5,"26250","Debit Card","Mall of Istanbul"
"I809028","Shoes",5,"15004.25","Cash","Mall of Istanbul"
"I695273","Shoes",3,"5401.53","Cash","Cevahir AVM"
"I206396","Shoes",3,"5401.53","Cash","Mall of Istanbul"
"I582299","Clothing",5,"7502","Debit Card","Kanyon"
"I201660","Shoes",4,"9602.72","Cash","Kanyon"
"I189561","Shoes",3,"5401.53","Cash","Metrocity"
"I303113","Shoes",5,"15004.25","Debit Card","Metrocity"
"I423029","Shoes",3,"5401.53","Debit Card","Metrocity"
"I271057","Clothing",5,"7502","Cash","Mall of Istanbul"
"I811815","Shoes",5,"15004.25","Cash","Emaar Square Mall"
"I172764","Clothing",5,"7502","Cash","Zorlu Center"
"I383505","Shoes",4,"9602.72","Cash","Mall of Istanbul"
"I132923","Shoes",5,"15004.25","Cash","Mall of Istanbul"
"I229966","Shoes",4,"9602.72","Cash","Kanyon"
"I273648","Technology",4,"16800","Cash","Mall of Istanbul"
"I140903","Clothing",5,"7502","Cash","Kanyon"
"I527916","Clothing",5,"7502","Debit Card","Kanyon"
"I177208","Shoes",5,"15004.25","Cash","Emaar Square Mall"
"I161377","Shoes",3,"5401.53","Cash","Metropol AVM"
"I993155","Technology",3,"9450","Cash","Metrocity"
"I981699","Clothing",5,"7502","Cash","Zorlu Center"
"I147134","Clothing",5,"7502","Debit Card","Mall of Istanbul"
"I263558","Shoes",5,"15004.25","Cash","Metrocity"
"I227263","Shoes",3,"5401.53","Cash","Mall of Istanbul"
"I329131","Clothing",5,"7502","Cash","Metropol AVM"
"I366654","Clothing",5,"7502","Cash","Metropol AVM"
"I154373","Clothing",5,"7502","Cash","Kanyon"
"I122401","Clothing",5,"7502","Cash","Metropol AVM"
"I158971","Clothing",5,"7502","Cash","Mall of Istanbul"
"I305804","Shoes",4,"9602.72","Cash","Metropol AVM"
"I158756","Clothing",5,"7502","Cash","Mall of Istanbul"
"I616402","Technology",4,"16800","Cash","Mall of Istanbul"
"I124808","Clothing",5,"7502","Cash","Metrocity"
"I679954","Shoes",3,"5401.53","Debit Card","Forum Istanbul"
"I125068","Clothing",5,"7502","Debit Card","Metrocity"
"I334803","Clothing",5,"7502","Cash","Kanyon"
"I205459","Clothing",5,"7502","Cash","Metrocity"
"I277188","Shoes",4,"9602.72","Cash","Emaar Square Mall"
"I633637","Shoes",3,"5401.53","Cash","Istinye Park"
"I115292","Shoes",4,"9602.72","Cash","Istinye Park"
"I194776","Clothing",5,"7502","Cash","Emaar Square Mall"
"I170638","Clothing",5,"7502","Cash","Metrocity"
"I190977","Technology",3,"9450","Cash","Kanyon"
"I242254","Technology",4,"16800","Cash","Metropol AVM"
"I199726","Clothing",5,"7502","Debit Card","Forum Istanbul"
"I114584","Technology",5,"26250","Cash","Kanyon"
"I130562","Shoes",4,"9602.72","Cash","Emaar Square Mall"
"I945647","Clothing",5,"7502","Cash","Emaar Square Mall"
"I243409","Clothing",5,"7502","Debit Card","Zorlu Center"
"I474774","Shoes",4,"9602.72","Cash","Metrocity"
"I181113","Shoes",3,"5401.53","Cash","Viaport Outlet"
"I290968","Shoes",5,"15004.25","Cash","Emaar Square Mall"
"I257356","Shoes",5,"15004.25","Debit Card","Emaar Square Mall"
"I948246","Shoes",4,"9602.72","Cash","Viaport Outlet"
"I884885","Clothing",5,"7502","Cash","Mall of Istanbul"
"I270714","Shoes",4,"9602.72","Cash","Mall of Istanbul"
"I278015","Shoes",4,"9602.72","Cash","Mall of Istanbul"
"I552741","Technology",3,"9450","Cash","Kanyon"
"I244110","Clothing",5,"7502","Cash","Metropol AVM"
"I128598","Clothing",5,"7502","Cash","Metropol AVM"
"I448470","Technology",4,"16800","Cash","Metrocity"
"I418231","Shoes",3,"5401.53","Debit Card","Istinye Park"
"I148777","Shoes",5,"15004.25","Debit Card","Istinye Park"
"I345093","Shoes",4,"9602.72","Cash","Metrocity"
"I188260","Technology",4,"16800","Cash","Metrocity"
"I768088","Technology",4,"16800","Debit Card","Istinye Park"
"I191611","Shoes",3,"5401.53","Cash","Mall of Istanbul"
"I157331","Technology",4,"16800","Cash","Kanyon"
"I170794","Clothing",5,"7502","Cash","Metropol AVM"
"I999994","Technology",3,"9450","Cash","Kanyon"
"I874657","Shoes",3,"5401.53","Debit Card","Mall of Istanbul"
"I210805","Clothing",5,"7502","Cash","Zorlu Center"
"I998265","Technology",3,"9450","Cash","Kanyon"
"I816278","Shoes",3,"5401.53","Cash","Mall of Istanbul"
"I335144","Clothing",5,"7502","Debit Card","Emaar Square Mall"
"I104230","Clothing",5,"7502","Debit Card","Kanyon"
"I234485","Clothing",5,"7502","Debit Card","Viaport Outlet"
"I524998","Shoes",4,"9602.72","Cash","Mall of Istanbul"
"I214290","Shoes",4,"9602.72","Debit Card","Istinye Park"
"I724356","Clothing",5,"7502","Debit Card","Metrocity"
"I224736","Clothing",5,"7502","Cash","Mall of Istanbul"
"I156335","Shoes",3,"5401.53","Cash","Cevahir AVM"
"I114812","Technology",3,"9450","Cash","Metropol AVM"
"I260675","Clothing",5,"7502","Cash","Cevahir AVM"
"I192543","Clothing",5,"7502","Debit Card","Metropol AVM"
"I128963","Clothing",5,"7502","Cash","Emaar Square Mall"
"I516041","Clothing",5,"7502","Cash","Mall of Istanbul"
"I313012","Technology",4,"16800","Cash","Forum Istanbul"
"I296426","Shoes",5,"15004.25","Debit Card","Kanyon"
"I374439","Clothing",5,"7502","Cash","Kanyon"
"I227136","Clothing",5,"7502","Debit Card","Mall of Istanbul"
"I480272","Clothing",5,"7502","Cash","Kanyon"
"I205621","Shoes",5,"15004.25","Cash","Istinye Park"
"I155223","Technology",4,"16800","Cash","Kanyon"
"I207970","Clothing",5,"7502","Debit Card","Kanyon"
"I795424","Shoes",5,"15004.25","Cash","Metropol AVM"
"I267077","Shoes",4,"9602.72","Cash","Metrocity"
"I126689","Technology",3,"9450","Cash","Kanyon"
"I279302","Clothing",5,"7502","Debit Card","Mall of Istanbul"
"I249920","Clothing",5,"7502","Debit Card","Forum Istanbul"
"I178332","Clothing",5,"7502","Cash","Istinye Park"
"I235737","Technology",4,"16800","Cash","Metropol AVM"
"I226145","Shoes",4,"9602.72","Cash","Metrocity"
"I242935","Clothing",5,"7502","Cash","Kanyon"
"I833648","Clothing",5,"7502","Debit Card","Metrocity"
"I243079","Clothing",5,"7502","Cash","Viaport Outlet"
"I332281","Clothing",5,"7502","Debit Card","Metropol AVM"
"I320488","Shoes",3,"5401.53","Cash","Viaport Outlet"
"I298990","Shoes",5,"15004.25","Cash","Emaar Square Mall"
"I878881","Clothing",5,"7502","Cash","Metrocity"
"I536198","Shoes",3,"5401.53","Cash","Metropol AVM"
"I237971","Clothing",5,"7502","Debit Card","Kanyon"
"I107300","Clothing",5,"7502","Debit Card","Forum Istanbul"
"I277958","Shoes",3,"5401.53","Cash","Metrocity"
"I111129","Clothing",5,"7502","Cash","Kanyon"
"I255237","Shoes",4,"9602.72","Debit Card","Metropol AVM"
"I902266","Technology",5,"26250","Debit Card","Cevahir AVM"
"I344049","Technology",4,"16800","Cash","Kanyon"
"I803731","Clothing",5,"7502","Cash","Mall of Istanbul"
"I960852","Clothing",5,"7502","Cash","Mall of Istanbul"
"I334713","Technology",5,"26250","Debit Card","Cevahir AVM"
"I951469","Shoes",5,"15004.25","Cash","Forum Istanbul"
"I826708","Technology",5,"26250","Debit Card","Istinye Park"
"I298741","Shoes",3,"5401.53","Cash","Mall of Istanbul"
"I227729","Technology",4,"16800","Debit Card","Kanyon"
"I861863","Shoes",5,"15004.25","Cash","Cevahir AVM"
"I270599","Shoes",5,"15004.25","Cash","Mall of Istanbul"
"I147190","Technology",3,"9450","Cash","Mall of Istanbul"
"I155980","Technology",4,"16800","Cash","Kanyon"
"I208698","Clothing",5,"7502","Debit Card","Kanyon"
"I679040","Technology",4,"16800","Cash","Metrocity"
"I227903","Shoes",3,"5401.53","Debit Card","Metrocity"
"I339225","Clothing",5,"7502","Cash","Mall of Istanbul"
"I444153","Technology",4,"16800","Debit Card","Kanyon"
"I254422","Clothing",5,"7502","Cash","Metropol AVM"
"I296321","Clothing",5,"7502","Cash","Viaport Outlet"
"I268956","Clothing",5,"7502","Cash","Viaport Outlet"
"I219624","Technology",5,"26250","Cash","Forum Istanbul"
"I161305","Clothing",5,"7502","Debit Card","Mall of Istanbul"
"I335096","Shoes",3,"5401.53","Cash","Viaport Outlet"
"I691353","Technology",3,"9450","Debit Card","Metrocity"
"I182149","Clothing",5,"7502","Cash","Mall of Istanbul"
"I470738","Shoes",3,"5401.53","Debit Card","Metrocity"
"I222352","Clothing",5,"7502","Debit Card","Mall of Istanbul"
"I973180","Technology",4,"16800","Cash","Kanyon"
"I191716","Shoes",5,"15004.25","Cash","Istinye Park"
"I168554","Shoes",4,"9602.72","Cash","Zorlu Center"
"I113549","Shoes",3,"5401.53","Cash","Forum Istanbul"
"I300587","Shoes",3,"5401.53","Debit Card","Kanyon"
"I111386","Shoes",5,"15004.25","Cash","Mall of Istanbul"
"I143159","Technology",3,"9450","Cash","Kanyon"
"I122967","Clothing",5,"7502","Cash","Istinye Park"
"I324860","Clothing",5,"7502","Cash","Istinye Park"
"I103904","Shoes",3,"5401.53","Cash","Metrocity"
"I255764","Shoes",5,"15004.25","Debit Card","Metropol AVM"
"I123902","Shoes",4,"9602.72","Cash","Cevahir AVM"
"I107951","Shoes",3,"5401.53","Debit Card","Metrocity"
"I149011","Clothing",5,"7502","Cash","Forum Istanbul"
"I920501","Technology",5,"26250","Cash","Kanyon"
"I243222","Shoes",4,"9602.72","Cash","Metropol AVM"
"I146617","Shoes",4,"9602.72","Cash","Kanyon"
"I283034","Shoes",4,"9602.72","Debit Card","Metrocity"
"I200614","Shoes",5,"15004.25","Cash","Cevahir AVM"
"I176689","Shoes",4,"9602.72","Cash","Metropol AVM"
"I269638","Clothing",5,"7502","Cash","Kanyon"
"I111669","Clothing",5,"7502","Cash","Metrocity"
"I172832","Shoes",4,"9602.72","Cash","Zorlu Center"
"I901903","Shoes",4,"9602.72","Debit Card","Mall of Istanbul"
"I196266","Shoes",5,"15004.25","Cash","Metropol AVM"
"I118350","Shoes",3,"5401.53","Cash","Istinye Park"
"I262610","Clothing",5,"7502","Cash","Istinye Park"
"I276282","Clothing",5,"7502","Debit Card","Metropol AVM"
"I175644","Technology",3,"9450","Cash","Mall of Istanbul"
"I137815","Shoes",4,"9602.72","Debit Card","Viaport Outlet"
"I313897","Shoes",4,"9602.72","Cash","Mall of Istanbul"
"I602367","Technology",3,"9450","Cash","Cevahir AVM"
"I732364","Shoes",3,"5401.53","Debit Card","Kanyon"
"I148307","Clothing",5,"7502","Cash","Kanyon"
"I652657","Shoes",5,"15004.25","Cash","Istinye Park"
"I590497","Shoes",4,"9602.72","Debit Card","Metropol AVM"
"I200185","Shoes",3,"5401.53","Debit Card","Zorlu Center"
"I552702","Clothing",5,"7502","Debit Card","Istinye Park"
"I167229","Shoes",3,"5401.53","Debit Card","Kanyon"
"I617061","Shoes",4,"9602.72","Cash","Zorlu Center"
"I644062","Clothing",5,"7502","Cash","Mall of Istanbul"
"I494075","Shoes",3,"5401.53","Cash","Metropol AVM"
"I251205","Clothing",5,"7502","Cash","Zorlu Center"
"I232792","Clothing",5,"7502","Debit Card","Mall of Istanbul"
"I195853","Shoes",3,"5401.53","Debit Card","Viaport Outlet"
"I605523","Technology",5,"26250","Cash","Mall of Istanbul"
"I121852","Clothing",5,"7502","Debit Card","Kanyon"
"I487300","Shoes",4,"9602.72","Debit Card","Mall of Istanbul"
"I299101","Shoes",4,"9602.72","Cash","Mall of Istanbul"
"I303846","Shoes",3,"5401.53","Cash","Kanyon"
"I128995","Technology",4,"16800","Cash","Mall of Istanbul"
"I396584","Clothing",5,"7502","Cash","Metrocity"
"I121566","Technology",5,"26250","Cash","Kanyon"
"I314372","Technology",4,"16800","Cash","Metrocity"
"I591639","Technology",4,"16800","Debit Card","Mall of Istanbul"
"I182093","Shoes",3,"5401.53","Cash","Emaar Square Mall"
"I257972","Clothing",5,"7502","Debit Card","Mall of Istanbul"
"I256831","Shoes",5,"15004.25","Debit Card","Mall of Istanbul"
"I237925","Clothing",5,"7502","Cash","Metrocity"
"I517828","Clothing",5,"7502","Cash","Metropol AVM"
"I514477","Technology",4,"16800","Debit Card","Viaport Outlet"
"I786021","Shoes",4,"9602.72","Cash","Metropol AVM"
"I313195","Clothing",5,"7502","Cash","Istinye Park"
"I291887","Clothing",5,"7502","Cash","Cevahir AVM"
"I958023","Clothing",5,"7502","Cash","Metrocity"
"I948675","Clothing",5,"7502","Cash","Metropol AVM"
"I570216","Clothing",5,"7502","Debit Card","Viaport Outlet"
"I173964","Clothing",5,"7502","Debit Card","Istinye Park"
"I307385","Clothing",5,"7502","Cash","Forum Istanbul"
"I114612","Clothing",5,"7502","Debit Card","Mall of Istanbul"
"I132336","Shoes",4,"9602.72","Cash","Kanyon"
"I281515","Technology",3,"9450","Cash","Mall of Istanbul"
"I200783","Shoes",4,"9602.72","Cash","Mall of Istanbul"
"I194013","Shoes",4,"9602.72","Cash","Mall of Istanbul"
"I129894","Technology",3,"9450","Cash","Metrocity"
"I146195","Technology",5,"26250","Cash","Metrocity"
"I139792","Technology",4,"16800","Cash","Zorlu Center"
"I865508","Clothing",5,"7502","Cash","Emaar Square Mall"
"I261952","Shoes",5,"15004.25","Debit Card","Kanyon"
"I126982","Clothing",5,"7502","Cash","Istinye Park"
"I147685","Clothing",5,"7502","Debit Card","Mall of Istanbul"
"I616948","Shoes",4,"9602.72","Debit Card","Cevahir AVM"
"I106215","Shoes",3,"5401.53","Debit Card","Mall of Istanbul"
"I534104","Shoes",4,"9602.72","Cash","Metrocity"
"I529697","Clothing",5,"7502","Cash","Metropol AVM"
"I126600","Shoes",4,"9602.72","Cash","Mall of Istanbul"
"I117805","Technology",5,"26250","Debit Card","Metrocity"
"I857309","Shoes",4,"9602.72","Cash","Kanyon"
"I235482","Shoes",3,"5401.53","Cash","Kanyon"
"I295165","Shoes",5,"15004.25","Debit Card","Kanyon"
"I185565","Clothing",5,"7502","Debit Card","Kanyon"
"I274429","Technology",4,"16800","Cash","Mall of Istanbul"
"I823841","Clothing",5,"7502","Cash","Metropol AVM"
"I331605","Shoes",5,"15004.25","Cash","Zorlu Center"
"I180445","Shoes",5,"15004.25","Cash","Viaport Outlet"
"I317856","Clothing",5,"7502","Cash","Istinye Park"
"I309069","Shoes",4,"9602.72","Debit Card","Kanyon"
"I141758","Shoes",3,"5401.53","Cash","Metrocity"
"I305850","Shoes",3,"5401.53","Cash","Metropol AVM"
"I289727","Technology",4,"16800","Cash","Metrocity"
"I116653","Clothing",5,"7502","Cash","Mall of Istanbul"
"I840230","Shoes",3,"5401.53","Cash","Istinye Park"
"I921363","Technology",4,"16800","Cash","Cevahir AVM"
"I331383","Shoes",5,"15004.25","Debit Card","Kanyon"
"I329336","Shoes",3,"5401.53","Cash","Mall of Istanbul"
"I948442","Clothing",5,"7502","Debit Card","Forum Istanbul"
"I801834","Clothing",5,"7502","Cash","Mall of Istanbul"
"I311268","Clothing",5,"7502","Cash","Metrocity"
"I169537","Clothing",5,"7502","Debit Card","Kanyon"
"I244295","Clothing",5,"7502","Cash","Kanyon"
"I133460","Clothing",5,"7502","Cash","Mall of Istanbul"
"I228625","Technology",5,"26250","Debit Card","Metropol AVM"
"I146848","Shoes",3,"5401.53","Debit Card","Mall of Istanbul"
"I221766","Clothing",5,"7502","Cash","Mall of Istanbul"
"I320738","Technology",4,"16800","Debit Card","Cevahir AVM"
"I151941","Shoes",5,"15004.25","Cash","Kanyon"
"I102477","Technology",5,"26250","Debit Card","Mall of Istanbul"
"I600536","Clothing",5,"7502","Cash","Viaport Outlet"
"I124449","Technology",5,"26250","Cash","Kanyon"
"I656699","Shoes",5,"15004.25","Cash","Istinye Park"
"I138651","Technology",4,"16800","Debit Card","Mall of Istanbul"
"I122349","Clothing",5,"7502","Cash","Metrocity"
"I920933","Clothing",5,"7502","Debit Card","Mall of Istanbul"
"I317703","Clothing",5,"7502","Cash","Kanyon"
"I739643","Technology",4,"16800","Cash","Viaport Outlet"
"I175561","Technology",3,"9450","Cash","Mall of Istanbul"
"I728871","Technology",5,"26250","Debit Card","Emaar Square Mall"
"I303042","Clothing",5,"7502","Debit Card","Metropol AVM"
"I209794","Shoes",4,"9602.72","Cash","Emaar Square Mall"
"I471793","Technology",5,"26250","Cash","Metropol AVM"
"I234813","Shoes",3,"5401.53","Cash","Cevahir AVM"
"I741342","Clothing",5,"7502","Debit Card","Metrocity"
"I181701","Shoes",4,"9602.72","Cash","Istinye Park"
"I201906","Shoes",5,"15004.25","Cash","Metrocity"
"I155061","Shoes",3,"5401.53","Cash","Mall of Istanbul"
"I914180","Clothing",5,"7502","Debit Card","Metrocity"
"I229185","Technology",3,"9450","Cash","Viaport Outlet"
"I135916","Clothing",5,"7502","Cash","Mall of Istanbul"
"I146601","Technology",4,"16800","Debit Card","Kanyon"
"I599680","Shoes",4,"9602.72","Cash","Emaar Square Mall"
"I210976","Shoes",4,"9602.72","Cash","Viaport Outlet"
"I287001","Clothing",5,"7502","Debit Card","Metrocity"
"I194628","Technology",4,"16800","Debit Card","Metrocity"
"I239919","Clothing",5,"7502","Cash","Istinye Park"
"I926670","Technology",4,"16800","Debit Card","Metrocity"
"I236140","Shoes",3,"5401.53","Debit Card","Kanyon"
"I125189","Clothing",5,"7502","Debit Card","Metrocity"
"I316848","Technology",5,"26250","Cash","Istinye Park"
"I212521","Clothing",5,"7502","Cash","Mall of Istanbul"
"I629238","Clothing",5,"7502","Cash","Mall of Istanbul"
"I322681","Shoes",4,"9602.72","Debit Card","Kanyon"
"I187524","Shoes",5,"15004.25","Cash","Emaar Square Mall"
"I329609","Clothing",5,"7502","Cash","Metropol AVM"
"I234706","Clothing",5,"7502","Cash","Metropol AVM"
